"","group","median_BaromP","mean_BaromP","min_BaromP","max_BaromP","first_Qu_BaromP","third_Qu_BaromP","count","first_time","median_time","median_time_UTC","IBI_sec"
"152",152,1018.005859,1018.00654929935,1017.58667,1018.439209,1017.912109,1018.098389,3080,1581339832.90849,1581339979.26145,2020-02-10 18:06:19,3603.16512703896
"153",153,1018.303711,1018.30729720667,1017.841309,1018.708984,1018.195007,1018.414551,3000,1581343436.18591,1581343586.53921,2020-02-10 19:06:26,3603.27741789818
"154",154,1017.818848,1017.81316739567,1017.243652,1018.330078,1017.703125,1017.923218,3000,1581347039.14368,1581347189.70001,2020-02-10 20:06:29,3602.95776605606
"155",155,1017.727905,1017.743879469,1017.365234,1018.266113,1017.643799,1017.84283425,3000,1581350641.91134,1581350792.86942,2020-02-10 21:06:32,3602.76766395569
"156",156,1017.107422,1017.09985723831,1016.325439,1017.820557,1016.993896,1017.210022,3080,1581354245.28383,1581354391.62818,2020-02-10 22:06:31,3603.37248897552
"157",157,1016.374512,1016.36689208533,1015.494873,1017.117676,1016.203064,1016.53204325,3000,1581357848.36258,1581357998.71151,2020-02-10 23:06:38,3603.07874703407
"158",158,1016.43689,1016.42972935584,1015.918945,1016.769287,1016.340027,1016.520264,3080,1581361451.43263,1581361597.78127,2020-02-11 00:06:37,3603.07005596161
"159",159,1016.46814,1016.46528842,1016.014893,1016.901367,1016.37616,1016.561523,3000,1581365054.50273,1581365204.85168,2020-02-11 01:06:44,3603.0700969696
"160",160,1016.062988,1016.05154297533,1015.286133,1016.575928,1015.932068,1016.174133,3000,1581368657.46911,1581368807.8224,2020-02-11 02:06:47,3602.96637606621
"161",161,1015.967285,1015.95839168133,1015.282471,1016.477539,1015.847168,1016.076233,3000,1581372260.73791,1581372411.09121,2020-02-11 03:06:51,3603.26880812645
